Sexo,Comunidades y Ciudades Autónomas,Nacionalidad,Periodo,Total
Ambos sexos,06 Cantabria,Total,2023T2,"50,88"
Ambos sexos,06 Cantabria,Total,2023T1,"49,17"
Ambos sexos,06 Cantabria,Total,2022T4,"48,65"
Ambos sexos,06 Cantabria,Total,2022T3,"50,86"
Ambos sexos,06 Cantabria,Total,2022T2,"50,33"
Ambos sexos,06 Cantabria,Total,2022T1,"48,60"
Ambos sexos,06 Cantabria,Total,2021T4,"48,63"
Ambos sexos,06 Cantabria,Total,2021T3,"51,39"
Ambos sexos,06 Cantabria,Total,2021T2,"48,59"
Ambos sexos,06 Cantabria,Total,2021T1,"47,86"
Ambos sexos,06 Cantabria,Española,2023T4,"49,72"
Ambos sexos,06 Cantabria,Española,2023T3,"50,84"
Ambos sexos,06 Cantabria,Española,2023T2,"50,10"
Ambos sexos,06 Cantabria,Española,2023T1,"48,51"
Ambos sexos,06 Cantabria,Española,2022T4,"48,11"
Ambos sexos,06 Cantabria,Española,2022T3,"49,95"
Ambos sexos,06 Cantabria,Española,2022T2,"49,30"
Ambos sexos,06 Cantabria,Española,2022T1,"48,46"
Ambos sexos,06 Cantabria,Española,2021T4,"48,08"
Ambos sexos,06 Cantabria,Española,2021T3,"50,82"
Ambos sexos,06 Cantabria,Española,2021T2,"48,38"
Ambos sexos,06 Cantabria,Española,2021T1,"47,94"
Ambos sexos,06 Cantabria,Extranjera: Total,2023T4,"61,63"
Ambos sexos,06 Cantabria,Extranjera: Total,2023T3,"60,98"
Ambos sexos,06 Cantabria,Extranjera: Total,2023T2,"60,88"
Ambos sexos,06 Cantabria,Extranjera: Total,2023T1,"57,83"
Ambos sexos,06 Cantabria,Extranjera: Total,2022T4,"56,00"
Ambos sexos,06 Cantabria,Extranjera: Total,2022T3,"63,73"
Ambos sexos,06 Cantabria,Extranjera: Total,2022T2,"65,52"
Ambos sexos,06 Cantabria,Extranjera: Total,2022T1,"50,58"
Ambos sexos,06 Cantabria,Extranjera: Total,2021T4,"56,79"
Ambos sexos,06 Cantabria,Extranjera: Total,2021T3,"59,99"
Ambos sexos,06 Cantabria,Extranjera: Total,2021T2,"51,74"
Ambos sexos,06 Cantabria,Extranjera: Total,2021T1,"46,63"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2023T4,"70,02"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2023T3,"69,47"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2023T2,"77,48"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2023T1,"66,99"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2022T4,"63,03"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2022T3,"52,16"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2022T2,"71,70"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2022T1,"69,95"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2021T4,"65,91"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2021T3,"75,56"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2021T2,"67,40"
Ambos sexos,06 Cantabria,Extranjera: Unión Europea,2021T1,"47,20"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T4,"57,67"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T3,"58,13"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T2,"55,01"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T1,"54,57"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T4,"54,10"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T3,"68,06"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T2,"63,33"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T1,"44,25"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T4,"53,55"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T3,"52,75"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T2,"46,29"
Ambos sexos,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T1,"46,43"
Ambos sexos,07 Castilla y León,Total,2023T4,"49,40"
Ambos sexos,07 Castilla y León,Total,2023T3,"50,00"
Ambos sexos,07 Castilla y León,Total,2023T2,"49,65"
Ambos sexos,07 Castilla y León,Total,2023T1,"48,76"
Ambos sexos,07 Castilla y León,Total,2022T4,"49,90"
Ambos sexos,07 Castilla y León,Total,2022T3,"50,37"
Ambos sexos,07 Castilla y León,Total,2022T2,"49,64"
Ambos sexos,07 Castilla y León,Total,2022T1,"48,62"
Ambos sexos,07 Castilla y León,Total,2021T4,"48,70"
Ambos sexos,07 Castilla y León,Total,2021T3,"49,16"
Ambos sexos,07 Castilla y León,Total,2021T2,"47,41"
Ambos sexos,07 Castilla y León,Total,2021T1,"46,90"
Ambos sexos,07 Castilla y León,Española,2023T4,"48,40"
Ambos sexos,07 Castilla y León,Española,2023T3,"48,94"
Ambos sexos,07 Castilla y León,Española,2023T2,"48,78"
Ambos sexos,07 Castilla y León,Española,2023T1,"48,05"
Ambos sexos,07 Castilla y León,Española,2022T4,"49,12"
Ambos sexos,07 Castilla y León,Española,2022T3,"49,69"
Ambos sexos,07 Castilla y León,Española,2022T2,"48,69"
Ambos sexos,07 Castilla y León,Española,2022T1,"47,96"
Ambos sexos,07 Castilla y León,Española,2021T4,"48,08"
Ambos sexos,07 Castilla y León,Española,2021T3,"48,50"
Ambos sexos,07 Castilla y León,Española,2021T2,"46,93"
Ambos sexos,07 Castilla y León,Española,2021T1,"46,37"
Ambos sexos,07 Castilla y León,Extranjera: Total,2023T4,"61,58"
Ambos sexos,07 Castilla y León,Extranjera: Total,2023T3,"63,29"
Ambos sexos,07 Castilla y León,Extranjera: Total,2023T2,"60,99"
Ambos sexos,07 Castilla y León,Extranjera: Total,2023T1,"58,03"
Ambos sexos,07 Castilla y León,Extranjera: Total,2022T4,"60,50"
Ambos sexos,07 Castilla y León,Extranjera: Total,2022T3,"59,70"
Ambos sexos,07 Castilla y León,Extranjera: Total,2022T2,"63,20"
Ambos sexos,07 Castilla y León,Extranjera: Total,2022T1,"58,37"
Ambos sexos,07 Castilla y León,Extranjera: Total,2021T4,"58,00"
Ambos sexos,07 Castilla y León,Extranjera: Total,2021T3,"58,97"
Ambos sexos,07 Castilla y León,Extranjera: Total,2021T2,"54,54"
Ambos sexos,07 Castilla y León,Extranjera: Total,2021T1,"54,68"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2023T4,"61,85"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2023T3,"59,92"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2023T2,"64,40"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2023T1,"58,93"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2022T4,"64,92"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2022T3,"61,50"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2022T2,"67,97"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2022T1,"63,75"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2021T4,"60,39"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2021T3,"61,45"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2021T2,"56,29"
Ambos sexos,07 Castilla y León,Extranjera: Unión Europea,2021T1,"60,13"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T4,"61,37"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T3,"65,53"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T2,"58,24"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T1,"57,32"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T4,"56,84"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T3,"58,28"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T2,"59,53"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T1,"54,06"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T4,"56,32"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T3,"57,13"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T2,"53,26"
Ambos sexos,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T1,"49,78"
Ambos sexos,08 Castilla - La Mancha,Total,2023T4,"51,15"
Ambos sexos,08 Castilla - La Mancha,Total,2023T3,"52,25"
Ambos sexos,08 Castilla - La Mancha,Total,2023T2,"51,78"
Ambos sexos,08 Castilla - La Mancha,Total,2023T1,"50,31"
Ambos sexos,08 Castilla - La Mancha,Total,2022T4,"50,90"
Ambos sexos,08 Castilla - La Mancha,Total,2022T3,"50,70"
Ambos sexos,08 Castilla - La Mancha,Total,2022T2,"50,97"
Ambos sexos,08 Castilla - La Mancha,Total,2022T1,"50,39"
Ambos sexos,08 Castilla - La Mancha,Total,2021T4,"51,22"
Ambos sexos,08 Castilla - La Mancha,Total,2021T3,"50,99"
Ambos sexos,08 Castilla - La Mancha,Total,2021T2,"49,52"
Ambos sexos,08 Castilla - La Mancha,Total,2021T1,"47,92"
Ambos sexos,08 Castilla - La Mancha,Española,2023T4,"50,25"
Ambos sexos,08 Castilla - La Mancha,Española,2023T3,"51,31"
Ambos sexos,08 Castilla - La Mancha,Española,2023T2,"50,71"
Ambos sexos,08 Castilla - La Mancha,Española,2023T1,"49,63"
Ambos sexos,08 Castilla - La Mancha,Española,2022T4,"50,03"
Ambos sexos,08 Castilla - La Mancha,Española,2022T3,"50,39"
Ambos sexos,08 Castilla - La Mancha,Española,2022T2,"50,29"
Ambos sexos,08 Castilla - La Mancha,Española,2022T1,"49,08"
Ambos sexos,08 Castilla - La Mancha,Española,2021T4,"50,19"
Ambos sexos,08 Castilla - La Mancha,Española,2021T3,"49,96"
Ambos sexos,08 Castilla - La Mancha,Española,2021T2,"48,99"
Ambos sexos,08 Castilla - La Mancha,Española,2021T1,"47,30"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2023T4,"58,41"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2023T3,"60,15"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2023T2,"60,95"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2023T1,"56,24"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2022T4,"58,75"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2022T3,"53,55"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2022T2,"57,31"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2022T1,"62,88"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2021T4,"61,16"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2021T3,"60,90"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2021T2,"54,60"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Total,2021T1,"53,71"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T4,"67,51"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T3,"74,26"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T2,"70,16"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T1,"67,57"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T4,"73,99"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T3,"62,93"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T2,"63,51"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T1,"67,02"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T4,"69,34"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T3,"68,13"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T2,"57,48"
Ambos sexos,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T1,"59,65"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T4,"52,35"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T3,"50,36"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T2,"55,09"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T1,"48,27"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T4,"48,77"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T3,"46,81"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T2,"53,22"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T1,"59,94"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T4,"56,63"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T3,"56,35"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T2,"52,77"
Ambos sexos,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T1,"49,86"
Ambos sexos,09 Cataluña,Total,2023T4,"56,42"
Ambos sexos,09 Cataluña,Total,2023T3,"56,79"
Ambos sexos,09 Cataluña,Total,2023T2,"56,29"
Ambos sexos,09 Cataluña,Total,2023T1,"54,36"
Ambos sexos,09 Cataluña,Total,2022T4,"54,68"
Ambos sexos,09 Cataluña,Total,2022T3,"55,64"
Ambos sexos,09 Cataluña,Total,2022T2,"55,33"
Ambos sexos,09 Cataluña,Total,2022T1,"54,38"
Ambos sexos,09 Cataluña,Total,2021T4,"55,05"
Ambos sexos,09 Cataluña,Total,2021T3,"54,80"
Ambos sexos,09 Cataluña,Total,2021T2,"53,74"
Ambos sexos,09 Cataluña,Total,2021T1,"53,15"
Ambos sexos,09 Cataluña,Española,2023T4,"54,84"
Ambos sexos,09 Cataluña,Española,2023T3,"55,17"
Ambos sexos,09 Cataluña,Española,2023T2,"54,82"
Ambos sexos,09 Cataluña,Española,2023T1,"53,23"
Ambos sexos,09 Cataluña,Española,2022T4,"53,99"
Ambos sexos,09 Cataluña,Española,2022T3,"54,63"
Ambos sexos,09 Cataluña,Española,2022T2,"54,20"
Ambos sexos,09 Cataluña,Española,2022T1,"53,22"
Ambos sexos,09 Cataluña,Española,2021T4,"54,34"
Ambos sexos,09 Cataluña,Española,2021T3,"53,95"
Ambos sexos,09 Cataluña,Española,2021T2,"53,03"
Ambos sexos,09 Cataluña,Española,2021T1,"53,05"
Ambos sexos,09 Cataluña,Extranjera: Total,2023T4,"64,55"
Ambos sexos,09 Cataluña,Extranjera: Total,2023T3,"65,31"
Ambos sexos,09 Cataluña,Extranjera: Total,2023T2,"64,30"
Ambos sexos,09 Cataluña,Extranjera: Total,2023T1,"60,65"
Ambos sexos,09 Cataluña,Extranjera: Total,2022T4,"58,58"
Ambos sexos,09 Cataluña,Extranjera: Total,2022T3,"61,53"
Ambos sexos,09 Cataluña,Extranjera: Total,2022T2,"62,05"
Ambos sexos,09 Cataluña,Extranjera: Total,2022T1,"61,35"
Ambos sexos,09 Cataluña,Extranjera: Total,2021T4,"59,30"
Ambos sexos,09 Cataluña,Extranjera: Total,2021T3,"59,85"
Ambos sexos,09 Cataluña,Extranjera: Total,2021T2,"57,95"
Ambos sexos,09 Cataluña,Extranjera: Total,2021T1,"53,71"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2023T4,"70,69"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2023T3,"75,58"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2023T2,"71,65"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2023T1,"74,14"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2022T4,"71,34"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2022T3,"71,68"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2022T2,"72,23"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2022T1,"75,06"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2021T4,"71,55"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2021T3,"64,61"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2021T2,"67,80"
Ambos sexos,09 Cataluña,Extranjera: Unión Europea,2021T1,"65,26"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T4,"63,03"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T3,"62,67"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T2,"62,66"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T1,"57,37"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T4,"55,17"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T3,"59,19"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T2,"60,03"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T1,"58,13"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T4,"56,11"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T3,"58,64"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T2,"55,43"
Ambos sexos,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T1,"50,42"
Ambos sexos,10 Comunitat Valenciana,Total,2023T4,"51,89"
Ambos sexos,10 Comunitat Valenciana,Total,2023T3,"52,78"
Ambos sexos,10 Comunitat Valenciana,Total,2023T2,"51,32"
Ambos sexos,10 Comunitat Valenciana,Total,2023T1,"50,80"
Ambos sexos,10 Comunitat Valenciana,Total,2022T4,"51,35"
Ambos sexos,10 Comunitat Valenciana,Total,2022T3,"51,03"
Ambos sexos,10 Comunitat Valenciana,Total,2022T2,"50,73"
Ambos sexos,10 Comunitat Valenciana,Total,2022T1,"50,66"
Ambos sexos,10 Comunitat Valenciana,Total,2021T4,"49,81"
Ambos sexos,10 Comunitat Valenciana,Total,2021T3,"49,05"
Ambos sexos,10 Comunitat Valenciana,Total,2021T2,"48,33"
Ambos sexos,10 Comunitat Valenciana,Total,2021T1,"47,11"
Ambos sexos,10 Comunitat Valenciana,Española,2023T4,"52,27"
Ambos sexos,10 Comunitat Valenciana,Española,2023T3,"52,95"
Ambos sexos,10 Comunitat Valenciana,Española,2023T2,"52,15"
Ambos sexos,10 Comunitat Valenciana,Española,2023T1,"50,94"
Ambos sexos,10 Comunitat Valenciana,Española,2022T4,"51,53"
Ambos sexos,10 Comunitat Valenciana,Española,2022T3,"51,69"
Ambos sexos,10 Comunitat Valenciana,Española,2022T2,"51,08"
Ambos sexos,10 Comunitat Valenciana,Española,2022T1,"51,00"
Ambos sexos,10 Comunitat Valenciana,Española,2021T4,"50,41"
Ambos sexos,10 Comunitat Valenciana,Española,2021T3,"49,71"
Ambos sexos,10 Comunitat Valenciana,Española,2021T2,"48,86"
Ambos sexos,10 Comunitat Valenciana,Española,2021T1,"48,20"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2023T4,"50,09"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2023T3,"51,96"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2023T2,"47,11"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2023T1,"50,05"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2022T4,"50,39"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2022T3,"47,48"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2022T2,"48,76"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2022T1,"48,73"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2021T4,"46,34"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2021T3,"45,32"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2021T2,"45,30"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Total,2021T1,"40,83"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T4,"53,78"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T3,"55,59"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T2,"52,72"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T1,"53,51"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T4,"57,28"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T3,"50,90"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T2,"45,36"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T1,"48,20"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T4,"45,92"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T3,"47,79"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T2,"46,79"
Ambos sexos,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T1,"48,49"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T4,"48,29"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T3,"50,32"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T2,"44,62"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T1,"48,41"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T4,"47,56"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T3,"45,78"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T2,"50,33"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T1,"49,06"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T4,"46,55"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T3,"44,27"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T2,"44,45"
Ambos sexos,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T1,"36,81"
Ambos sexos,11 Extremadura,Total,2023T4,"46,50"
Ambos sexos,11 Extremadura,Total,2023T3,"47,34"
Ambos sexos,11 Extremadura,Total,2023T2,"46,78"
Ambos sexos,11 Extremadura,Total,2023T1,"45,30"
Ambos sexos,11 Extremadura,Total,2022T4,"45,67"
Ambos sexos,11 Extremadura,Total,2022T3,"47,30"
Ambos sexos,11 Extremadura,Total,2022T2,"46,41"
Ambos sexos,11 Extremadura,Total,2022T1,"44,53"
Ambos sexos,11 Extremadura,Total,2021T4,"44,49"
Ambos sexos,11 Extremadura,Total,2021T3,"46,47"
Ambos sexos,11 Extremadura,Total,2021T2,"44,93"
Ambos sexos,11 Extremadura,Total,2021T1,"41,77"
Ambos sexos,11 Extremadura,Española,2023T4,"46,18"
Ambos sexos,11 Extremadura,Española,2023T3,"46,55"
Ambos sexos,11 Extremadura,Española,2023T2,"46,05"
Ambos sexos,11 Extremadura,Española,2023T1,"44,96"
